qa_index_digits	gold_labels_binary	r_text	q_text	q_text_last_question	gold_sentiments	gold_q_sentiments	gold_workers	gold_q_intents	hit_order	q_speaker_role	r_speaker_role	gold_q_intents_num	q_speaker_party	gold_sentiments_num	gold_q_sentiments_num	gold_sentiments_coarse_num	q_speaker	gold_sentiments_binary	gold_q_sentiments_count	gold_sentiments_coarse_count	gold_sentiments_coarse_binary	gold_q_sentiments_coarse_count	gold_q_sentiments_coarse_num	gold_q_sentiments_coarse_binary	entropy	entropy_norm	entropy_norm_buckets	entropy_binarized	question_type_num	q_text_all_questions	gold_label_powerset	gold_label_powerset_binary	q_text_last_2_sents	q_text_last_3_sents	q_text_first_question_and_rest	q_text_last_question_and_rest	target	prediction	logits	logits_target	target_count	logits_min	logits_max	logits_mean	logits_sum	label_match_count
11386195066	100000	True.	In fact, let's put up the definition here, just the statute itself.    It says, ``No officer or employee of the United States shall disclose any return or return information obtained by him in any manner in connection with his or her service as such an officer or employee or otherwise or under the provisions of this statute.''    This is the statute itself. It is pretty straightforward. You can't share personal taxpayer information, correct?	You can't share personal taxpayer information, correct?	('neutral', 'neutral', 'neutral', 'somewhatNegative', 'somewhatPositive', 'neutral', 'neutral')	('neutral', 'somewhatNegative', 'neutral', 'positive', 'somewhatPositive', 'neutral', 'neutral')	('worker_9', 'worker_20', 'worker_0', 'worker_39', 'worker_51', 'worker_42', 'worker_30')	('neutral', 'attack', 'attack', 'attack', 'neutral', 'neutral', 'neutral')	3	 Ohio	 Director Affordable Care Act Office  Internal Revenue Service 	0 -1 -1 -1 0 0 0	Republican	0 0 0 -1 1 0 0	0 -1 0 2 1 0 0	0 0 0 -1 1 0 0	Mr. Jordan	0 0 1 1 1 0 0	0 0 1 4 1 1 0	1 5 1	1 1 1	1 4 2	0 -1 0 1 1 0 0	1 1 1	0.0	0.0	0.0	10000000	3	You can't share personal taxpayer information, correct?	0	100000000000000000000000000	It is pretty straightforward. You can't share personal taxpayer information, correct?	This is the statute itself. It is pretty straightforward. You can't share personal taxpayer information, correct?	You can't share personal taxpayer information, correct?	You can't share personal taxpayer information, correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.661753177642822, -3.761843681335449, 0.8925964832305908, -0.050821103155612946, 0.32699519395828247, 1.1440373659133911]	[4.661753177642822]	1	4.661753177642822	4.661753177642822	4.661753177642822	4.661753177642822	6
11495063091	100000	Yes, sir.	And you are hoping that we would rely on that statement in making a decision about reauthorizing the Bank to the tune of $130-odd billion, correct?	And you are hoping that we would rely on that statement in making a decision about reauthorizing the Bank to the tune of $130-odd billion, correct?	('somewhatNegative', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'somewhatPositive')	('veryNegative', 'neutral', 'somewhatPositive', 'positive', 'neutral', 'positive', 'somewhatPositive')	('worker_41', 'worker_0', 'worker_51', 'worker_20', 'worker_62', 'worker_9', 'worker_52')	('neutral', 'attack', 'neutral', 'attack', 'attack', 'neutral', 'neutral')	4	 South Carolina	 Hon. Fred P.  President and Chairman  Export-Import Bank of the United States	0 -1 0 -1 -1 0 0	Republican	-1 0 0 2 2 2 1	-3 0 1 2 0 2 1	-1 0 0 1 1 1 1	Mr. Mulvaney	0 0 1 1 1 1 0	1 0 0 2 2 2 0	1 2 4	1 1 1	1 2 4	-1 0 1 1 0 1 1	1 1 1	0.0	0.0	0.0	10000000	3	And you are hoping that we would rely on that statement in making a decision about reauthorizing the Bank to the tune of $130-odd billion, correct?	0	100000000000000000000000000	And you are hoping that we would rely on that statement in making a decision about reauthorizing the Bank to the tune of $130-odd billion, correct?	And you are hoping that we would rely on that statement in making a decision about reauthorizing the Bank to the tune of $130-odd billion, correct?	And you are hoping that we would rely on that statement in making a decision about reauthorizing the Bank to the tune of $130-odd billion, correct?	And you are hoping that we would rely on that statement in making a decision about reauthorizing the Bank to the tune of $130-odd billion, correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.660054683685303, -3.755443572998047, 0.9165158271789551, -0.05034719407558441, 0.2765994966030121, 1.1259082555770874]	[4.660054683685303]	1	4.660054683685303	4.660054683685303	4.660054683685303	4.660054683685303	6
11495063089	100000	Yes, sir.	Mr. Hochberg, welcome back. I know that the Speaker of the House is very excited about the Democrat support he has today for his comments.    And the comments that have been repeated here a couple of times are that, ``But there are thousands of jobs on the line that would disappear pretty quickly if the Export-Import Bank were to disappear.''    I think you stated already that you agree with that statement, correct?	I think you stated already that you agree with that statement, correct?	('somewhatNegative', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'somewhatPositive')	('veryNegative', 'neutral', 'somewhatPositive', 'positive', 'neutral', 'positive', 'somewhatPositive')	('worker_41', 'worker_0', 'worker_51', 'worker_20', 'worker_62', 'worker_9', 'worker_52')	('neutral', 'attack', 'neutral', 'attack', 'attack', 'neutral', 'neutral')	3	 South Carolina	 Hon. Fred P.  President and Chairman  Export-Import Bank of the United States	0 -1 0 -1 -1 0 0	Republican	-1 0 0 2 2 2 1	-3 0 1 2 0 2 1	-1 0 0 1 1 1 1	Mr. Mulvaney	0 0 1 1 1 1 0	1 0 0 2 2 2 0	1 2 4	1 1 1	1 2 4	-1 0 1 1 0 1 1	1 1 1	0.0	0.0	0.0	10000000	3	I think you stated already that you agree with that statement, correct?	0	100000000000000000000000000	And the comments that have been repeated here a couple of times are that, ``But there are thousands of jobs on the line that would disappear pretty quickly if the Export-Import Bank were to disappear.'' I think you stated already that you agree with that statement, correct?	I know that the Speaker of the House is very excited about the Democrat support he has today for his comments. And the comments that have been repeated here a couple of times are that, ``But there are thousands of jobs on the line that would disappear pretty quickly if the Export-Import Bank were to disappear.'' I think you stated already that you agree with that statement, correct?	I think you stated already that you agree with that statement, correct?	I think you stated already that you agree with that statement, correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.660054683685303, -3.755443572998047, 0.9165158271789551, -0.05034719407558441, 0.2765994966030121, 1.1259082555770874]	[4.660054683685303]	1	4.660054683685303	4.660054683685303	4.660054683685303	4.660054683685303	6
11635230071	100000	No, sir.	And that's the point, isn't it, Mr. Cohen?	And that's the point, isn't it, Mr. Cohen?	('veryPositive', 'somewhatPositive', 'neutral', 'neutral', 'somewhatNegative', 'neutral', 'negative')	('neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'negative')	('worker_62', 'worker_41', 'worker_20', 'worker_51', 'worker_1', 'worker_0', 'worker_40')	('attack', 'neutral', 'attack', 'neutral', 'neutral', 'attack', 'attack')	1	 Ohio  Ranking Minority	 Former Attorney to President Donald Trump 	-1 0 -1 0 0 -1 -1	Republican	3 1 0 0 -1 0 -2	0 0 0 0 2 0 -2	1 1 0 0 -1 0 -1	Mr. Jordan	0 1 1 1 1 0 1	0 1 0 5 0 1 0	2 3 2	1 1 1	1 5 1	0 0 0 0 1 0 -1	1 1 1	0.0	0.0	0.0	10000000	3	And that's the point, isn't it, Mr. Cohen?	0	100000000000000000000000000	And that's the point, isn't it, Mr. Cohen?	And that's the point, isn't it, Mr. Cohen?	And that's the point, isn't it, Mr. Cohen?	And that's the point, isn't it, Mr. Cohen?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.659245014190674, -3.7495980262756348, 0.908146321773529, -0.06303675472736359, 0.30898919701576233, 1.133068323135376]	[4.659245014190674]	1	4.659245014190674	4.659245014190674	4.659245014190674	4.659245014190674	6
11393834008	100000	That is correct.	Now, let me ask you this. If somebody--you are investigating an entity, government agency, whatever, you know, that agency has a duty, once they know they are under investigation, to preserve evidence, correct?	If somebody--you are investigating an entity, government agency, whatever, you know, that agency has a duty, once they know they are under investigation, to preserve evidence, correct?	('somewhatPositive', 'neutral', 'neutral', 'neutral', 'negative', 'somewhatPositive', 'somewhatNegative')	('neutral', 'somewhatNegative', 'neutral', 'neutral', 'positive', 'neutral', 'neutral')	('worker_47', 'worker_62', 'worker_0', 'worker_43', 'worker_56', 'worker_48', 'worker_63')	('attack', 'attack', 'attack', 'neutral', 'neutral', 'attack', 'attack')	4	 Florida	 Deputy Attorney General  U.S. Department of Justice 	-1 -1 -1 0 0 -1 -1	Republican	1 0 0 0 -2 1 -1	0 -1 0 0 2 0 0	1 0 0 0 -1 1 -1	Mr. DeSantis	0 1 1 1 1 0 0	0 0 1 5 0 1 0	2 3 2	1 1 1	1 5 1	0 -1 0 0 1 0 0	1 1 1	0.0	0.0	0.0	10000000	4	If somebody--you are investigating an entity, government agency, whatever, you know, that agency has a duty, once they know they are under investigation, to preserve evidence, correct?	0	100000000000000000000000000	Now, let me ask you this. If somebody--you are investigating an entity, government agency, whatever, you know, that agency has a duty, once they know they are under investigation, to preserve evidence, correct?	Now, let me ask you this. If somebody--you are investigating an entity, government agency, whatever, you know, that agency has a duty, once they know they are under investigation, to preserve evidence, correct?	If somebody--you are investigating an entity, government agency, whatever, you know, that agency has a duty, once they know they are under investigation, to preserve evidence, correct?	If somebody--you are investigating an entity, government agency, whatever, you know, that agency has a duty, once they know they are under investigation, to preserve evidence, correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.6591644287109375, -3.739030122756958, 0.9010416269302368, -0.052757810801267624, 0.29838332533836365, 1.1207493543624878]	[4.6591644287109375]	1	4.6591644287109375	4.6591644287109375	4.6591644287109375	4.6591644287109375	6
11393834010	100000	That is correct.	And they have a duty to produce the relevant documents that are requested in the course of that, correct?	And they have a duty to produce the relevant documents that are requested in the course of that, correct?	('somewhatPositive', 'neutral', 'neutral', 'neutral', 'negative', 'somewhatPositive', 'somewhatNegative')	('neutral', 'somewhatNegative', 'neutral', 'neutral', 'positive', 'neutral', 'neutral')	('worker_47', 'worker_62', 'worker_0', 'worker_43', 'worker_56', 'worker_48', 'worker_63')	('attack', 'attack', 'attack', 'neutral', 'neutral', 'neutral', 'attack')	5	 Florida	 Deputy Attorney General  U.S. Department of Justice 	-1 -1 -1 0 0 0 -1	Republican	1 0 0 0 -2 1 -1	0 -1 0 0 2 0 0	1 0 0 0 -1 1 -1	Mr. DeSantis	0 1 1 1 1 0 0	0 0 1 5 0 1 0	2 3 2	1 1 1	1 5 1	0 -1 0 0 1 0 0	1 1 1	0.0	0.0	0.0	10000000	3	And they have a duty to produce the relevant documents that are requested in the course of that, correct?	0	100000000000000000000000000	And they have a duty to produce the relevant documents that are requested in the course of that, correct?	And they have a duty to produce the relevant documents that are requested in the course of that, correct?	And they have a duty to produce the relevant documents that are requested in the course of that, correct?	And they have a duty to produce the relevant documents that are requested in the course of that, correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.6591644287109375, -3.739030122756958, 0.9010416269302368, -0.052757810801267624, 0.29838332533836365, 1.1207493543624878]	[4.6591644287109375]	1	4.6591644287109375	4.6591644287109375	4.6591644287109375	4.6591644287109375	6
11531417067	100000	We would be looking at anything that is relevant to an ordinary rulemaking, and those things are absolutely part of those--part of that data.	When you are looking at that rule, are you going to be looking at the access to credit for small-dollar needs of consumers as something that would be a priority to see how you can continue to allow the markets to provide that opportunity for people who want to take advantage of it?    And then also, the cost benefit of allowing that to happen in a certain way, or whatever the rules--however they are, is this--these are two important points, I think.	When you are looking at that rule, are you going to be looking at the access to credit for small-dollar needs of consumers as something that would be a priority to see how you can continue to allow the markets to provide that opportunity for people who want to take advantage of it?	('somewhatNegative', 'somewhatPositive', 'neutral', 'positive', 'positive', 'negative')	('negative', 'somewhatNegative', 'neutral', 'veryNegative', 'positive', 'neutral')	('worker_54', 'worker_17', 'worker_0', 'worker_39', 'worker_9', 'worker_42')	('attack', 'attack', 'attack', 'favor', 'neutral', 'neutral')	3	 Missouri	 Hon. Mick  Acting Director  Bureau of Consumer Financial Protection	-1 -1 -1 1 0 0	Republican	-1 1 0 2 2 -2	-2 -1 0 -3 2 0	-1 1 0 1 1 -1	Mr. Luetkemeyer	0 1 1 1 1 1 0	1 1 1 2 0 1 0	2 1 3	1 1 1	3 2 1	-1 -1 0 -1 1 0	1 1 1	0.0	0.0	0.0	10000000	4	When you are looking at that rule, are you going to be looking at the access to credit for small-dollar needs of consumers as something that would be a priority to see how you can continue to allow the markets to provide that opportunity for people who want to take advantage of it?	0	100000000000000000000000000	When you are looking at that rule, are you going to be looking at the access to credit for small-dollar needs of consumers as something that would be a priority to see how you can continue to allow the markets to provide that opportunity for people who want to take advantage of it? And then also, the cost benefit of allowing that to happen in a certain way, or whatever the rules--however they are, is this--these are two important points, I think.	When you are looking at that rule, are you going to be looking at the access to credit for small-dollar needs of consumers as something that would be a priority to see how you can continue to allow the markets to provide that opportunity for people who want to take advantage of it? And then also, the cost benefit of allowing that to happen in a certain way, or whatever the rules--however they are, is this--these are two important points, I think.	When you are looking at that rule, are you going to be looking at the access to credit for small-dollar needs of consumers as something that would be a priority to see how you can continue to allow the markets to provide that opportunity for people who want to take advantage of it? And then also, the cost benefit of allowing that to happen in a certain way, or whatever the rules--however they are, is this--these are two important points, I think.	When you are looking at that rule, are you going to be looking at the access to credit for small-dollar needs of consumers as something that would be a priority to see how you can continue to allow the markets to provide that opportunity for people who want to take advantage of it? And then also, the cost benefit of allowing that to happen in a certain way, or whatever the rules--however they are, is this--these are two important points, I think.	[1, 0, 0, 0, 0, 0]	[1, 0, 1, 0, 0, 0]	[4.658280849456787, -1.8249027729034424, 2.101533889770508, -0.8156882524490356, -0.8687404990196228, 1.7537604570388794]	[4.658280849456787]	1	4.658280849456787	4.658280849456787	4.658280849456787	4.658280849456787	5
11497630025	100000	Thank you, Congressman Conyers.    This is, in fact, one of my top priorities as Attorney General. And I'm incredibly proud to say that the Department of Justice has already begun the type of outreach that I was discussing at that particular event.    Through our COPS Office, in particular, the Community-Oriented Policing Service Office, we reach out directly to police departments across the country and offer technical assistance, we offer training, we offer peer-to-peer support.    We have found that an incredibly effective way to share information within the law enforcement community is peer-to-peer, police-officer-to-police-officer, chief-to-chief. And so we work with the departments that have, in fact, made great strides in the area of police-community relations and seek to match them up with other departments who are having challenges in this area and who would be receptive to their input.    I also, as I noted in my opening statement, have been on a six-city community policing tour. And as I talk with residents, with young people, elected leaders, I also talk with police officers. I do meet with chiefs and supervisors, but I also talk to the rank-and-file, the officers who are on the beats of our cities, to get their ideas as to what has worked in their city, as to why a positive relationship has developed in the cities where they have had challenges and where they have had struggles.    I have listened to their stories of commitment and dedication and to their embrace of community policing and concern for residents as a program and policy that makes policing more efficient and that makes communities safer. And I'm incredibly proud to support those efforts.	Thank you very much, Chairman Goodlatte.    Attorney General Lynch, I want to thank you again for speaking at my panel at this year's Congressional Black Caucus Legislative Forum. It was marvelous.    At that event, you spoke about the breakdown in trust between law enforcement and the communities they serve. You also spoke about getting to the root of the problem with a comprehensive approach to training, to policy, and to research.    Many of the law enforcement officers in attendance agreed with your comments. How are you planning on reaching out to the broader law enforcement community to promote these ideas?	How are you planning on reaching out to the broader law enforcement community to promote these ideas?	('somewhatPositive', 'somewhatPositive', 'neutral', 'positive', 'neutral', 'negative')	('somewhatPositive', 'somewhatPositive', 'neutral', 'veryPositive', 'neutral', 'somewhatNegative')	('worker_40', 'worker_51', 'worker_41', 'worker_62', 'worker_0', 'worker_30')	('favor', 'neutral', 'favor', 'neutral', 'attack', 'neutral')	1	 Jr.  Michigan	 Attorney General  United States Department of Justice	1 0 1 0 -1 0	Democratic	1 1 0 2 0 -2	1 1 0 3 0 -1	1 1 0 1 0 -1	Mr. Conyers	0 1 0 1 1 1 0	0 0 1 2 2 0 1	1 2 3	1 1 1	1 2 3	1 1 0 1 0 -1	1 1 1	0.0	0.0	0.0	10000000	4	How are you planning on reaching out to the broader law enforcement community to promote these ideas?	0	100000000000000000000000000	Many of the law enforcement officers in attendance agreed with your comments. How are you planning on reaching out to the broader law enforcement community to promote these ideas?	You also spoke about getting to the root of the problem with a comprehensive approach to training, to policy, and to research. Many of the law enforcement officers in attendance agreed with your comments. How are you planning on reaching out to the broader law enforcement community to promote these ideas?	How are you planning on reaching out to the broader law enforcement community to promote these ideas?	How are you planning on reaching out to the broader law enforcement community to promote these ideas?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.656985282897949, -1.2686853408813477, 0.9026793837547302, -0.7868739366531372, -1.1024928092956543, 1.2015743255615234]	[4.656985282897949]	1	4.656985282897949	4.656985282897949	4.656985282897949	4.656985282897949	6
11635230035	100000	That's correct.	You wrote that and said that in front of the judge. Is that right?	Is that right?	('veryPositive', 'somewhatNegative', 'somewhatPositive', 'somewhatPositive', 'neutral', 'neutral', 'negative')	('neutral', 'positive', 'neutral', 'somewhatPositive', 'neutral', 'neutral', 'veryNegative')	('worker_62', 'worker_9', 'worker_41', 'worker_20', 'worker_51', 'worker_0', 'worker_40')	('attack', 'neutral', 'neutral', 'attack', 'neutral', 'attack', 'attack')	3	 Ohio  Ranking Minority	 Former Attorney to President Donald Trump 	-1 0 0 -1 0 -1 -1	Republican	3 -1 1 1 0 0 -2	0 2 0 1 0 0 -3	1 -1 1 1 0 0 -1	Mr. Jordan	0 1 1 1 1 0 1	1 0 0 4 1 1 0	2 2 3	1 1 1	1 4 2	0 1 0 1 0 0 -1	1 1 1	0.0	0.0	0.0	10000000	1	Is that right?	0	100000000000000000000000000	You wrote that and said that in front of the judge. Is that right?	You wrote that and said that in front of the judge. Is that right?	Is that right?	Is that right?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.6562957763671875, -3.7632851600646973, 0.9155561327934265, -0.03587789833545685, 0.31947746872901917, 1.1340558528900146]	[4.6562957763671875]	1	4.656295776367188	4.656295776367188	4.656295776367188	4.656295776367188	6
11530956085	100000	Yes.	So, in 2015, you learned about it?	So, in 2015, you learned about it?	('positive', 'somewhatPositive', 'neutral', 'neutral', 'somewhatPositive', 'somewhatNegative', 'negative')	('positive', 'positive', 'neutral', 'positive', 'somewhatPositive', 'somewhatPositive', 'positive')	('worker_9', 'worker_1', 'worker_0', 'worker_62', 'worker_48', 'worker_52', 'worker_42')	('neutral', 'neutral', 'attack', 'neutral', 'attack', 'neutral', 'neutral')	1	 California	 Cofounder  Chairman  and Chief Executive Officer  Facebook  Inc	0 0 -1 0 -1 0 0	Democratic	2 1 0 0 1 -1 -2	2 2 0 2 1 1 2	1 1 0 0 1 -1 -1	Ms. Eshoo	0 1 1 1 1 1 0	0 0 0 1 2 4 0	2 2 3	1 1 1	0 1 6	1 1 0 1 1 1 1	0 1 1	0.0	0.0	0.0	10000000	3	So, in 2015, you learned about it?	0	100000000000000000000000000	So, in 2015, you learned about it?	So, in 2015, you learned about it?	So, in 2015, you learned about it?	So, in 2015, you learned about it?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.655628681182861, -3.713658571243286, 0.8850947618484497, -0.05358950421214104, 0.2861100435256958, 1.1149080991744995]	[4.655628681182861]	1	4.655628681182861	4.655628681182861	4.655628681182861	4.655628681182861	6
11388494096	100000	That is correct.	Now, one of the problems we have here is an adverb. The word used in the statute is exclusively; a social welfare exclusively devoted to that purpose, is that correct?	The word used in the statute is exclusively; a social welfare exclusively devoted to that purpose, is that correct?	('neutral', 'neutral', 'negative', 'somewhatPositive', 'veryNegative', 'somewhatPositive', 'neutral')	('neutral', 'neutral', 'somewhatPositive', 'positive', 'veryPositive', 'somewhatPositive', 'somewhatNegative')	('worker_42', 'worker_0', 'worker_62', 'worker_1', 'worker_39', 'worker_20', 'worker_51')	('neutral', 'attack', 'neutral', 'neutral', 'attack', 'attack', 'neutral')	3	 Virginia	 Commissioner  Internal Revenue Service 	0 -1 0 0 -1 -1 0	Democratic	0 0 -2 1 -3 1 0	0 0 1 2 3 1 -1	0 0 -1 1 -1 1 0	Mr. Connolly	1 1 0 1 1 0 0	0 0 1 2 2 1 1	2 3 2	1 1 1	1 2 4	0 0 1 1 1 1 -1	1 1 1	0.0	0.0	0.0	10000000	3	The word used in the statute is exclusively; a social welfare exclusively devoted to that purpose, is that correct?	0	100000000000000000000000000	Now, one of the problems we have here is an adverb. The word used in the statute is exclusively; a social welfare exclusively devoted to that purpose, is that correct?	Now, one of the problems we have here is an adverb. The word used in the statute is exclusively; a social welfare exclusively devoted to that purpose, is that correct?	The word used in the statute is exclusively; a social welfare exclusively devoted to that purpose, is that correct?	The word used in the statute is exclusively; a social welfare exclusively devoted to that purpose, is that correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.653857707977295, -3.752072334289551, 0.910301923751831, -0.0501699335873127, 0.3070322871208191, 1.1184316873550415]	[4.653857707977295]	1	4.653857707977295	4.653857707977295	4.653857707977295	4.653857707977295	6
11388494098	100000	That is correct.	And yet, despite the fact that Congress wrote that adverb into the law, IRS took upon itself, long before your tenure, to actually interpret that meaning primarily, is that correct?	And yet, despite the fact that Congress wrote that adverb into the law, IRS took upon itself, long before your tenure, to actually interpret that meaning primarily, is that correct?	('neutral', 'neutral', 'negative', 'somewhatPositive', 'veryNegative', 'somewhatPositive', 'neutral')	('neutral', 'neutral', 'somewhatPositive', 'positive', 'veryPositive', 'somewhatPositive', 'somewhatNegative')	('worker_42', 'worker_0', 'worker_62', 'worker_1', 'worker_39', 'worker_20', 'worker_51')	('neutral', 'attack', 'attack', 'neutral', 'attack', 'attack', 'neutral')	4	 Virginia	 Commissioner  Internal Revenue Service 	0 -1 -1 0 -1 -1 0	Democratic	0 0 -2 1 -3 1 0	0 0 1 2 3 1 -1	0 0 -1 1 -1 1 0	Mr. Connolly	1 1 0 1 1 0 0	0 0 1 2 2 1 1	2 3 2	1 1 1	1 2 4	0 0 1 1 1 1 -1	1 1 1	0.0	0.0	0.0	10000000	1	And yet, despite the fact that Congress wrote that adverb into the law, IRS took upon itself, long before your tenure, to actually interpret that meaning primarily, is that correct?	0	100000000000000000000000000	And yet, despite the fact that Congress wrote that adverb into the law, IRS took upon itself, long before your tenure, to actually interpret that meaning primarily, is that correct?	And yet, despite the fact that Congress wrote that adverb into the law, IRS took upon itself, long before your tenure, to actually interpret that meaning primarily, is that correct?	And yet, despite the fact that Congress wrote that adverb into the law, IRS took upon itself, long before your tenure, to actually interpret that meaning primarily, is that correct?	And yet, despite the fact that Congress wrote that adverb into the law, IRS took upon itself, long before your tenure, to actually interpret that meaning primarily, is that correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.653857707977295, -3.752072334289551, 0.910301923751831, -0.0501699335873127, 0.3070322871208191, 1.1184316873550415]	[4.653857707977295]	1	4.653857707977295	4.653857707977295	4.653857707977295	4.653857707977295	6
11635230010	100000	Yes, sir.	In your testimony, you said you bought some checks; is that right?    You said you brought some checks?	You said you brought some checks?	('somewhatPositive', 'somewhatPositive', 'somewhatPositive', 'negative', 'neutral', 'neutral', 'neutral')	('somewhatPositive', 'positive', 'somewhatNegative', 'somewhatPositive', 'neutral', 'neutral', 'neutral')	('worker_41', 'worker_1', 'worker_20', 'worker_52', 'worker_51', 'worker_0', 'worker_30')	('neutral', 'neutral', 'attack', 'attack', 'neutral', 'attack', 'neutral')	1	 Maryland  Chairman	 Former Attorney to President Donald Trump 	0 0 -1 -1 0 -1 0	Democratic	1 1 1 -2 0 0 0	1 2 -1 1 0 0 0	1 1 1 -1 0 0 0	Chairman Cummings	0 1 0 1 1 0 0	0 0 1 3 2 1 0	1 3 3	1 1 1	1 3 3	1 1 -1 1 0 0 0	1 1 1	0.0	0.0	0.0	10000000	3	In your testimony, you said you bought some checks; is that right? You said you brought some checks?	0	100000000000000000000000000	In your testimony, you said you bought some checks; is that right? You said you brought some checks?	In your testimony, you said you bought some checks; is that right? You said you brought some checks?	In your testimony, you said you bought some checks; is that right? You said you brought some checks?	You said you brought some checks?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.652772426605225, -3.7283194065093994, 0.9006063342094421, -0.04675351828336716, 0.2858128845691681, 1.1171454191207886]	[4.652772426605225]	1	4.652772426605225	4.652772426605225	4.652772426605225	4.652772426605225	6
11388494153	100000	That is correct.	Let me ask you this. The evaluation of tax-exempt applications is the function of the Exempt Organizations Division of the IRS. It is my understanding that about 800 people work in the Division, is that correct?	It is my understanding that about 800 people work in the Division, is that correct?	('somewhatPositive', 'neutral', 'veryNegative', 'negative', 'somewhatPositive', 'somewhatPositive', 'somewhatPositive')	('somewhatPositive', 'neutral', 'somewhatPositive', 'neutral', 'somewhatPositive', 'neutral', 'positive')	('worker_42', 'worker_0', 'worker_39', 'worker_62', 'worker_20', 'worker_51', 'worker_9')	('neutral', 'attack', 'favor', 'neutral', 'attack', 'neutral', 'neutral')	4	 Missouri	 Commissioner  Internal Revenue Service 	0 -1 1 0 -1 0 0	Democratic	1 0 -3 -2 1 1 1	1 0 1 0 1 0 2	1 0 -1 -1 1 1 1	Mr. Clay	1 1 0 1 1 0 0	0 0 0 3 3 1 0	2 1 4	1 1 1	0 3 4	1 0 1 0 1 0 1	0 1 1	0.0	0.0	0.0	10000000	3	It is my understanding that about 800 people work in the Division, is that correct?	0	100000000000000000000000000	The evaluation of tax-exempt applications is the function of the Exempt Organizations Division of the IRS. It is my understanding that about 800 people work in the Division, is that correct?	Let me ask you this. The evaluation of tax-exempt applications is the function of the Exempt Organizations Division of the IRS. It is my understanding that about 800 people work in the Division, is that correct?	It is my understanding that about 800 people work in the Division, is that correct?	It is my understanding that about 800 people work in the Division, is that correct?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.652028560638428, -3.761645555496216, 0.9131259918212891, -0.04583928734064102, 0.31066033244132996, 1.1247566938400269]	[4.652028560638428]	1	4.652028560638428	4.652028560638428	4.652028560638428	4.652028560638428	6
11635230117	100000	Yes.	And in your opinion and experience, would he have the potential to cooperate or collude with a foreign power to win the Presidency at all costs?	And in your opinion and experience, would he have the potential to cooperate or collude with a foreign power to win the Presidency at all costs?	('neutral', 'somewhatPositive', 'somewhatPositive', 'somewhatPositive', 'neutral', 'negative', 'negative')	('positive', 'somewhatPositive', 'somewhatNegative', 'neutral', 'neutral', 'veryNegative', 'negative')	('worker_21', 'worker_41', 'worker_20', 'worker_51', 'worker_0', 'worker_56', 'worker_40')	('neutral', 'neutral', 'attack', 'neutral', 'attack', 'attack', 'attack')	4	 Florida	 Former Attorney to President Donald Trump 	0 0 -1 0 -1 -1 -1	Democratic	0 1 1 1 0 -2 -2	2 1 -1 0 0 -3 -2	0 1 1 1 0 -1 -1	Ms. Wasserman Schultz	0 1 0 1 1 0 0	1 1 1 2 1 1 0	2 2 3	1 1 1	3 2 2	1 1 -1 0 0 -1 -1	1 1 1	0.0	0.0	0.0	10000000	2	And in your opinion and experience, would he have the potential to cooperate or collude with a foreign power to win the Presidency at all costs?	0	100000000000000000000000000	And in your opinion and experience, would he have the potential to cooperate or collude with a foreign power to win the Presidency at all costs?	And in your opinion and experience, would he have the potential to cooperate or collude with a foreign power to win the Presidency at all costs?	And in your opinion and experience, would he have the potential to cooperate or collude with a foreign power to win the Presidency at all costs?	And in your opinion and experience, would he have the potential to cooperate or collude with a foreign power to win the Presidency at all costs?	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[4.651735305786133, -3.711346387863159, 0.8818902373313904, -0.056104276329278946, 0.28422120213508606, 1.110659122467041]	[4.651735305786133]	1	4.651735305786133	4.651735305786133	4.651735305786133	4.651735305786133	6
